EVENT,MATCH_PATTERN,PATTERN_REGEX,REGEX_GROUP_0,REGEX_GROUP_1,URL,REF_DATE,LOG_TIMESTAMP,SLUG_URL,FILE_NAME
CNPJ,XP_3,(?i)cnpj\s*n.\s*([^*]+?)\s*..fundo,CNPJ NO 47.033.296/0001-00 (FUNDO,47.033.296/0001-00,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_68262_136593_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:03.752775+0000,DOC_REGUL_68262_136593_2025_05.pdf,
CONDOMINIO,XP_1,(?i)condom.nio:\s*([^*]+?)\s*prazo,CONDOMINIO:ABERTOPRAZO,ABERTO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_68262_136593_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:03.752775+0000,DOC_REGUL_68262_136593_2025_05.pdf,
CONVERSAO_COTA,XP_1,(?i)convers..\s*da\s*cota:\s*([^*]+?)\s*pagamento,CONVERSAO DA COTA:D+30 DIAS UTEISPAGAMENTO,D+30 DIAS UTEIS,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_68262_136593_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:03.752775+0000,DOC_REGUL_68262_136593_2025_05.pdf,
NOME_FUNDO,XP_2,(?i)ata\s*da\s*assembl[e|e]ia\s*geral\s*extraordin.ria\s*d[o|a]\s*([^*]+?)\s*cnpj,ATA DA ASSEMBLEIA GERAL EXTRAORDINARIA DO FRATELLI PREV FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADOCNPJ,FRATELLI PREV FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_68262_136593_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:03.752775+0000,DOC_REGUL_68262_136593_2025_05.pdf,
PAGAMENTO,XP_6,(?i)pagamento\s*([^*]+?)\s*taxa,"PAGAMENTOS DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS TAXA","S DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_68262_136593_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:03.752775+0000,DOC_REGUL_68262_136593_2025_05.pdf,
CLASSE,XP_2,(?i)classes:\s*([^*]+?)\s*t.rmino,CLASSES:CLASSE UNICATERMINO,CLASSE UNICA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_50559_134921_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:14.339786+0000,DOC_REGUL_50559_134921_2025_05.pdf,
CNPJ,XP_3,(?i)cnpj\s*n.\s*([^*]+?)\s*..fundo,"CNPJ NO 41.866.111/0001-62I. DATA, HORA E LOCAL: REALIZADA, POR MEIO DE CONSULTA FORMAL, EXCLUSIVAMENTE DE FORMA ELETRONICA EREMOTA, NOS TERMOS DO REGULAMENTO DO FUNDO","41.866.111/0001-62I. DATA, HORA E LOCAL: REALIZADA, POR MEIO DE CONSULTA FORMAL, EXCLUSIVAMENTE DE FORMA ELETRONICA EREMOTA, NOS TERMOS DO REGULAMENTO D",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_50559_134921_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:14.339786+0000,DOC_REGUL_50559_134921_2025_05.pdf,
CONDOMINIO,XP_1,(?i)condom.nio:\s*([^*]+?)\s*prazo,CONDOMINIO:ABERTOPRAZO,ABERTO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_50559_134921_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:14.339786+0000,DOC_REGUL_50559_134921_2025_05.pdf,
CONVERSAO_COTA,XP_1,(?i)convers..\s*da\s*cota:\s*([^*]+?)\s*pagamento,CONVERSAO DA COTA:D+20 DIAS UTEISPAGAMENTO,D+20 DIAS UTEIS,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_50559_134921_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:14.339786+0000,DOC_REGUL_50559_134921_2025_05.pdf,
NOME_FUNDO,XP_2,(?i)ata\s*da\s*assembl[e|e]ia\s*geral\s*extraordin.ria\s*d[o|a]\s*([^*]+?)\s*cnpj,ATA DA ASSEMBLEIA GERAL EXTRAORDINARIA DO ENCORE LONG BIASED XP SEGUROS PREVIDENCIARIO 100 FUNDO DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADACNPJ,ENCORE LONG BIASED XP SEGUROS PREVIDENCIARIO 100 FUNDO DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_50559_134921_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:14.339786+0000,DOC_REGUL_50559_134921_2025_05.pdf,
PAGAMENTO,XP_6,(?i)pagamento\s*([^*]+?)\s*taxa,"PAGAMENTOS DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS TAXA","S DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_50559_134921_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:14.339786+0000,DOC_REGUL_50559_134921_2025_05.pdf,
CLASSE,XP_2,(?i)classes:\s*([^*]+?)\s*t.rmino,CLASSES:CLASSE UNICATERMINO,CLASSE UNICA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_52738_136124_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:24.779886+0000,DOC_REGUL_52738_136124_2025_05.pdf,
CNPJ,XP_3,(?i)cnpj\s*n.\s*([^*]+?)\s*..fundo,"CNPJ NO 44.409.430/0001-37I. DATA, HORA E LOCAL: REALIZADA, POR MEIO DE CONSULTA FORMAL, EXCLUSIVAMENTE DE FORMA ELETRONICA E REMOTA, NOS TERMOS DO REGULAMENTO DO FUNDO","44.409.430/0001-37I. DATA, HORA E LOCAL: REALIZADA, POR MEIO DE CONSULTA FORMAL, EXCLUSIVAMENTE DE FORMA ELETRONICA E REMOTA, NOS TERMOS DO REGULAMENTO D",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_52738_136124_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:24.779886+0000,DOC_REGUL_52738_136124_2025_05.pdf,
CONDOMINIO,XP_1,(?i)condom.nio:\s*([^*]+?)\s*prazo,CONDOMINIO:ABERTOPRAZO,ABERTO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_52738_136124_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:24.779886+0000,DOC_REGUL_52738_136124_2025_05.pdf,
CONVERSAO_COTA,XP_1,(?i)convers..\s*da\s*cota:\s*([^*]+?)\s*pagamento,CONVERSAO DA COTA:D+22 DIAS UTEISPAGAMENTO,D+22 DIAS UTEIS,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_52738_136124_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:24.779886+0000,DOC_REGUL_52738_136124_2025_05.pdf,
NOME_FUNDO,XP_2,(?i)ata\s*da\s*assembl[e|e]ia\s*geral\s*extraordin.ria\s*d[o|a]\s*([^*]+?)\s*cnpj,ATA DA ASSEMBLEIA GERAL EXTRAORDINARIA DO IBIUNA ST XP SEG PREV FUNDO DE INVESTIMENTO EM COTAS MULTIMERCADO CREDITO PRIVADO RESPONSABILIDADE LIMITADACNPJ,IBIUNA ST XP SEG PREV FUNDO DE INVESTIMENTO EM COTAS MULTIMERCADO CREDITO PRIVADO RESPONSABILIDADE LIMITADA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_52738_136124_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:24.779886+0000,DOC_REGUL_52738_136124_2025_05.pdf,
PAGAMENTO,XP_6,(?i)pagamento\s*([^*]+?)\s*taxa,"PAGAMENTOS DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS TAXA","S DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_52738_136124_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:24.779886+0000,DOC_REGUL_52738_136124_2025_05.pdf,
CLASSE,XP_2,(?i)classes:\s*([^*]+?)\s*t.rmino,CLASSES:CLASSE UNICATERMINO,CLASSE UNICA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_42154_133941_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:35.333301+0000,DOC_REGUL_42154_133941_2025_05.pdf,
CNPJ,XP_3,(?i)cnpj\s*n.\s*([^*]+?)\s*..fundo,CNPJ NO 35.420.532/0001-62 (FUNDO,35.420.532/0001-62,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_42154_133941_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:35.333301+0000,DOC_REGUL_42154_133941_2025_05.pdf,
CONDOMINIO,XP_1,(?i)condom.nio:\s*([^*]+?)\s*prazo,CONDOMINIO:ABERTOPRAZO,ABERTO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_42154_133941_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:35.333301+0000,DOC_REGUL_42154_133941_2025_05.pdf,
CONVERSAO_COTA,XP_1,(?i)convers..\s*da\s*cota:\s*([^*]+?)\s*pagamento,CONVERSAO DA COTA:D+0 DIAS UTEISPAGAMENTO,D+0 DIAS UTEIS,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_42154_133941_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:35.333301+0000,DOC_REGUL_42154_133941_2025_05.pdf,
NOME_FUNDO,XP_2,(?i)ata\s*da\s*assembl[e|e]ia\s*geral\s*extraordin.ria\s*d[o|a]\s*([^*]+?)\s*cnpj,ATA DA ASSEMBLEIA GERAL EXTRAORDINARIA DO TREND POS II XP SEGUROS PREVIDENCIARIO FUNDO DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADACNPJ,TREND POS II XP SEGUROS PREVIDENCIARIO FUNDO DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_42154_133941_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:35.333301+0000,DOC_REGUL_42154_133941_2025_05.pdf,
PAGAMENTO,XP_6,(?i)pagamento\s*([^*]+?)\s*taxa,"PAGAMENTOS DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS TAXA","S DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_42154_133941_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:35.333301+0000,DOC_REGUL_42154_133941_2025_05.pdf,
CLASSE,XP_2,(?i)classes:\s*([^*]+?)\s*t.rmino,CLASSES:CLASSE UNICATERMINO,CLASSE UNICA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_68277_134463_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:45.666576+0000,DOC_REGUL_68277_134463_2025_05.pdf,
CNPJ,XP_1,(?i)cnpj/mf\s*n\s*.\s*([^*]+?)\s+.{17},CNPJ/MF NO 40.981.699/0001-32PELO PRESENTE INSTRUME,40.981.699/0001-32PELO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_68277_134463_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:45.666576+0000,DOC_REGUL_68277_134463_2025_05.pdf,
CONDOMINIO,XP_1,(?i)condom.nio:\s*([^*]+?)\s*prazo,CONDOMINIO:FECHADOPRAZO,FECHADO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_68277_134463_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:45.666576+0000,DOC_REGUL_68277_134463_2025_05.pdf,
CONVERSAO_COTA,XP_1,(?i)convers..\s*da\s*cota:\s*([^*]+?)\s*pagamento,CONVERSAO DA COTA:D+0 DIAS UTEISPAGAMENTO,D+0 DIAS UTEIS,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_68277_134463_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:45.666576+0000,DOC_REGUL_68277_134463_2025_05.pdf,
NOME_FUNDO,XP_1,(?i)instrumento\s*particular\s*de\s*altera..o\s*do\s*regulamento\s*d[o|a]\s*([^*]+?)\s*cnpj,INSTRUMENTO PARTICULAR DE ALTERACAO DO REGULAMENTO DO LIGHTHOUSE FUNDO DE INVESTIMENTO MULTIMERCADOCNPJ,LIGHTHOUSE FUNDO DE INVESTIMENTO MULTIMERCADO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_68277_134463_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:45.666576+0000,DOC_REGUL_68277_134463_2025_05.pdf,
PAGAMENTO,XP_6,(?i)pagamento\s*([^*]+?)\s*taxa,"PAGAMENTOS DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS TAXA","S DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_68277_134463_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:45.666576+0000,DOC_REGUL_68277_134463_2025_05.pdf,
CLASSE,XP_2,(?i)classes:\s*([^*]+?)\s*t.rmino,CLASSES:CLASSE UNICATERMINO,CLASSE UNICA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_75924_134157_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:56.112598+0000,DOC_REGUL_75924_134157_2025_05.pdf,
CNPJ,XP_3,(?i)cnpj\s*n.\s*([^*]+?)\s*..fundo,CNPJ NO 52.248.139/0001-52(FUNDO,52.248.139/0001-52,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_75924_134157_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:56.112598+0000,DOC_REGUL_75924_134157_2025_05.pdf,
CONDOMINIO,XP_1,(?i)condom.nio:\s*([^*]+?)\s*prazo,CONDOMINIO:ABERTOPRAZO,ABERTO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_75924_134157_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:56.112598+0000,DOC_REGUL_75924_134157_2025_05.pdf,
CONVERSAO_COTA,XP_1,(?i)convers..\s*da\s*cota:\s*([^*]+?)\s*pagamento,CONVERSAO DA COTA:D+89 DIAS CORRIDOSPAGAMENTO,D+89 DIAS CORRIDOS,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_75924_134157_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:56.112598+0000,DOC_REGUL_75924_134157_2025_05.pdf,
NOME_FUNDO,XP_1,(?i)instrumento\s*particular\s*de\s*altera..o\s*do\s*regulamento\s*d[o|a]\s*([^*]+?)\s*cnpj,INSTRUMENTO PARTICULAR DE ALTERACAO DO REGULAMENTO DOCAPITANIA INFRA RENDA 90 FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CREDITO PRIVADOCNPJ,CAPITANIA INFRA RENDA 90 FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CREDITO PRIVADO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_75924_134157_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:56.112598+0000,DOC_REGUL_75924_134157_2025_05.pdf,
PAGAMENTO,XP_6,(?i)pagamento\s*([^*]+?)\s*taxa,"PAGAMENTOS DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS TAXA","S DAS REMUNERACOES DEVIDAS AOS PRESTADORES DE SERVICOS PODEM SER EFETUADOS DIRETAMENTE PELO FUNDO, NAS FORMAS E PRAZOS ENTRE ELES AJUSTADOS, ATE O LIMITE DE CADA UMA DAS",https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_75924_134157_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:57:56.112598+0000,DOC_REGUL_75924_134157_2025_05.pdf,
CLASSE,XP_2,(?i)classes:\s*([^*]+?)\s*t.rmino,CLASSES:CLASSE UNICATERMINO,CLASSE UNICA,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_76016_133962_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:58:06.879848+0000,DOC_REGUL_76016_133962_2025_05.pdf,
CNPJ,XP_3,(?i)cnpj\s*n.\s*([^*]+?)\s*..fundo,CNPJ NO 52.272.862/0001-77 (FUNDO,52.272.862/0001-77,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_76016_133962_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:58:06.879848+0000,DOC_REGUL_76016_133962_2025_05.pdf,
CONDOMINIO,XP_1,(?i)condom.nio:\s*([^*]+?)\s*prazo,CONDOMINIO:ABERTOPRAZO,ABERTO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_76016_133962_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:58:06.879848+0000,DOC_REGUL_76016_133962_2025_05.pdf,
CONVERSAO_COTA,XP_1,(?i)convers..\s*da\s*cota:\s*([^*]+?)\s*pagamento,CONVERSAO DA COTA:D+12 DIAS CORRIDOSPAGAMENTO,D+12 DIAS CORRIDOS,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_76016_133962_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:58:06.879848+0000,DOC_REGUL_76016_133962_2025_05.pdf,
NOME_FUNDO,XP_2,(?i)ata\s*da\s*assembl[e|e]ia\s*geral\s*extraordin.ria\s*d[o|a]\s*([^*]+?)\s*cnpj,ATA DA ASSEMBLEIA GERAL EXTRAORDINARIA DO LOCUST FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADOCNPJ,LOCUST FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_76016_133962_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:58:06.879848+0000,DOC_REGUL_76016_133962_2025_05.pdf,
PAGAMENTO,XP_1,(?i)pagamento:\s*([^*]+?)\s*movimenta..o,PAGAMENTO:D+2 DIAS UTEIS CONTADOS APOS A CONVERSAOMOVIMENTACAO,D+2 DIAS UTEIS CONTADOS APOS A CONVERSAO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_76016_133962_2025_05.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:58:06.879848+0000,DOC_REGUL_76016_133962_2025_05.pdf,
CLASSE,zzN/A,zzN/A,-99999,-99999,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_23056_22387_2021_07.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:58:17.304227+0000,DOC_REGUL_23056_22387_2021_07.pdf,
CNPJ,XP_3,(?i)cnpj\s*n.\s*([^*]+?)\s*..fundo,CNPJ NO 03.877.036/0001-46 V2015.01 DATA DE ENTRADA EM VIGOR: 26/07/2021 PAGINA 1 DE 16 CAPITULO I. DO FUNDO,03.877.036/0001-46 V2015.01 DATA DE ENTRADA EM VIGOR: 26/07/2021 PAGINA 1 DE 16 CAPITULO I. D,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_23056_22387_2021_07.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:58:17.304227+0000,DOC_REGUL_23056_22387_2021_07.pdf,
CONDOMINIO,BTG_2,"(?i)forma\s*de\s*condom.nio\s*([^*]+?)[\,|\s+]",FORMA DE CONDOMINIO ABERTO,ABERTO,https://web.cvm.gov.br/app/fundosweb/fundos/regulamento/obter/por/arquivo/DOC_REGUL_23056_22387_2021_07.pdf#int_pgs_join=3,2025-05-20,2025-05-21 21:58:17.304227+0000,DOC_REGUL_23056_22387_2021_07.pdf,
